,active,age,card2_2,card2_3,card2_4,card2_5,card_2,card_3,card_4,card_5,cardbenefit_2,cardbenefit_3,cardbenefit_4,churn,creddebt,debtinc,default,ed,gender,income,jobcat_2,jobcat_3,jobcat_4,jobcat_5,jobcat_6,marital,othdebt,reason_2,reason_3,reason_4,reason_9,retire,tenure
ed,0.01508802656088853,-0.0939655681358492,-0.03346263785148209,-0.032975083057693956,0.07482587123862,-0.15545947949010255,-0.12070382904867749,-0.11569861177859146,0.18778338494789673,-0.1489246294910189,0.023496104048455924,-0.022552539152290076,-0.005591462118437217,0.23903598911621826,0.12236187768587059,0.013870837611424179,0.11008006546968357,1.0,-0.0007767204531758279,0.18680166481220548,0.022797872435855647,-0.03881866487054232,-0.015420084889920325,-0.019786217165188316,-0.046273400403509815,-0.021560636414581755,0.13586857849360015,-0.005516792877700295,0.011609998369211746,-0.012106675299309876,0.003918724497800259,-0.09262721506765735,-0.09507700575062518
gender,0.021339546044192484,-0.010185912956126955,-0.0019908270112873943,0.050082211163407574,-0.023454722553579107,0.020924248895671897,0.038840042431487684,0.024988757169979343,-0.007974660029066603,0.03623162179656833,-0.006436246234112454,0.00037967818402298407,0.023556501575373208,-0.013391432152145109,-0.006573839062527256,0.004745840260109728,-0.001620451957323412,-0.0007767204531758279,1.0,-0.0019485331920074584,-0.001622245709440208,-0.011204801023621229,0.006425576773651783,-0.01342956054819694,-0.005198467707049543,0.0038882706176081193,-0.008475462457219488,-0.013875168264993866,0.023718676727957227,0.0059199172327565296,-0.014885872789446052,-0.021039891951677023,-0.009465907811892228
income,-0.0700158086336315,0.20828641574685286,-0.0009625410811007184,-0.042851661574460465,0.03487402625013457,-0.08455323673792714,-0.10133324163965202,-0.06111567476088909,0.14554668532923332,-0.08384482964053235,0.02630956547922948,-0.006242772472905831,-0.020863450903570276,-0.046093009908290766,0.6275776037551266,0.011585930898614986,-0.017053334916004362,0.18680166481220548,-0.0019485331920074584,1.0,-0.20417530924443597,0.07803241682489377,0.02452474550867896,0.052596452377955155,0.08996009203744426,0.007572886506352515,0.6962266982454995,0.011473098800496765,0.000570312085650264,0.0075151431538786895,-0.0003283455662877119,-0.2604842405713485,0.23700293240505912
jobcat_2,-0.005328800238720379,-0.02951267656947171,-0.02498064540753703,0.015279780002389165,-0.014462791874682787,0.008134941104415006,0.02952198137293205,-0.02054770115115476,0.004965902846505721,0.022403621359257567,-0.011636945654848893,-0.008673489068729933,0.0167246378561961,0.06441446430844094,-0.13209300646237407,-0.005239218384602559,0.07736622664595806,0.022797872435855647,-0.001622245709440208,-0.20417530924443597,1.0,-0.26285187228234785,-0.14700873648886825,-0.22024764566721924,-0.2790661290957945,0.009781790567855227,-0.14817014671031942,-0.020659223547472638,0.017271019368359085,0.007605843925987255,-0.0011476341758739066,-0.04811692278841588,-0.15993517831407936
jobcat_3,0.0013137939833037155,0.02216895366813142,-0.01151299621637879,0.004589709547198211,-0.0021458076723612396,0.0029209730149390807,0.0005217440863115374,-0.013924536845653365,0.003208425680356761,0.0010230251160724569,-0.0037244012175996965,0.0028186520873540216,-0.002802828078896109,-0.03765645413226077,0.0414280319319119,1.4156949354927051e-05,-0.02751741736257458,-0.03881866487054232,-0.011204801023621229,0.07803241682489377,-0.26285187228234785,1.0,-0.07916799553045416,-0.11860903674317713,-0.15028430682847535,0.020983652230770894,0.05074369043546702,0.016809564665342776,0.0053274610552413795,-0.012781241759626888,0.010143132671699744,0.017942992657634098,0.07181844517874636
jobcat_4,0.02230075333605205,-0.02259139808150877,0.0018948762730287055,0.022890490908513687,-0.012720315692490644,0.0014567953706057465,-0.002002245063721131,0.0026029187050835624,0.006748747136804696,-0.011805430430948331,0.0018561042508395357,0.0022377275951280134,-0.0022922097877429103,-0.019808913560130603,0.0035737677228720914,-0.015743548205446923,-0.04371112890801511,-0.015420084889920325,0.006425576773651783,0.02452474550867896,-0.14700873648886825,-0.07916799553045416,1.0,-0.06633608684759351,-0.084051545340442,-0.011527455322499188,0.012243068773295568,-0.005423078420342318,-0.022596073680703606,-0.0031289054534545447,0.003026402593539946,0.013176508428378152,0.02866826443202884
jobcat_5,-0.009272599137661925,-0.006616856040163115,0.022874861152479997,-0.014206865413003679,-0.0019052261108203016,-0.0005173435251234933,-0.0011748337492707226,0.015546945852031235,-0.010222115957208618,-0.014053040930697563,0.017351858924950232,-0.013076310148134738,-0.006442878031169767,-0.01194353566850452,0.022782299882347694,0.001890621610261062,-0.034351872869747925,-0.019786217165188316,-0.01342956054819694,0.052596452377955155,-0.22024764566721924,-0.11860903674317713,-0.06633608684759351,1.0,-0.12592554305319867,-0.02380268290632185,0.03264565250689602,-0.018436791988023726,0.018705779077415073,-0.01698610468683387,0.010140644774281086,0.045785521724636694,0.0544878110705122
jobcat_6,-0.029804269314225744,0.04993988635013037,-2.3289934278513834e-05,-0.009652363795405511,0.022132615978449604,0.008081567327603444,0.004579570385641531,-0.001522551566573058,-0.005152431096109129,-0.015989009004905037,-0.00456278452520685,0.011588566054228326,-0.028156914591683586,-0.051005140985768506,0.07282006435151815,0.00939434208054233,-0.05912766228825031,-0.046273400403509815,-0.005198467707049543,0.08996009203744426,-0.2790661290957945,-0.15028430682847535,-0.084051545340442,-0.12592554305319867,1.0,0.012344111635045738,0.06879932246525648,-0.01073034296660694,-0.021018255244703767,0.014382632002480786,0.005102247653181488,0.1464157095864143,0.12121514840404288
marital,-0.015942176921749568,0.00303097168613744,-0.028047661627770153,-0.011270644792258318,0.043011852234022555,-0.026327579990545295,-0.009075921268484182,-0.034905835328820016,0.025834742063565428,-0.02537471558186644,-0.016843620852350298,0.008475014220739752,-0.01779634752593473,-0.05149160646558877,-0.014971828572012338,-0.03837624917968031,-0.044724053177062344,-0.021560636414581755,0.0038882706176081193,0.007572886506352515,0.009781790567855227,0.020983652230770894,-0.011527455322499188,-0.02380268290632185,0.012344111635045738,1.0,-0.004932664231568004,-0.013993023011134089,0.021224547393940106,0.02953550521973558,-0.004871769070599505,-0.001566030341360231,0.1698670239755257
othdebt,-0.05222422381696564,0.15451363452171066,0.00972086983996468,-0.027771791348390897,0.016889450898221702,-0.06528208397706838,-0.06577476855645478,-0.045966077775856665,0.09584457781268872,-0.05674684626808276,0.010570880164651684,0.003847741062910089,-0.008819454471749285,-0.039363364670441554,0.6404106073677207,0.5269636450546484,0.1181290484132385,0.13586857849360015,-0.008475462457219488,0.6962266982454995,-0.14817014671031942,0.05074369043546702,0.012243068773295568,0.03264565250689602,0.06879932246525648,-0.004932664231568004,1.0,0.011296885427226924,-0.011231555813127705,0.007917130576366806,0.0029285449676290944,-0.18213849675880783,0.1816244596832238
reason_2,-0.00314806840678646,0.01774418656148824,-0.025761824946507278,-0.005041178182359306,0.01827411848060725,-0.004366046367010616,-0.015714532782814275,-0.009984193104730298,-0.061231884753586076,-0.012021858707650393,-0.006392790645601335,0.0029627121841107698,0.0059709484864234235,-0.005186197102635641,0.0031574072689715387,0.006081930312987128,-0.01013221302389096,-0.005516792877700295,-0.013875168264993866,0.011473098800496765,-0.020659223547472638,0.016809564665342776,-0.005423078420342318,-0.018436791988023726,-0.01073034296660694,-0.013993023011134089,0.011296885427226924,1.0,-0.02896025757810837,-0.03949831773774874,-0.5575590215840306,0.01337532077222234,-0.00205850259244956
reason_3,-0.017228955965530226,0.016491469210631642,0.017899738300938394,0.01777928895048096,-0.02247860442682563,-0.014368113006526066,-0.01835670640150285,0.005822758541650337,0.028379645796192256,0.00417814018596993,-0.013265537709627403,0.002059694858072218,0.007613856364556745,-0.036532926339029895,-0.011857725836460735,-0.021554409063826243,-0.028245471462813664,0.011609998369211746,0.023718676727957227,0.000570312085650264,0.017271019368359085,0.0053274610552413795,-0.022596073680703606,0.018705779077415073,-0.021018255244703767,0.021224547393940106,-0.011231555813127705,-0.02896025757810837,1.0,-0.015727526443932025,-0.22201006924490077,0.00311668185687647,0.010583651713988755
reason_4,0.008584278341837833,0.00010299368344349886,0.005337881016120509,0.015388344552035617,-0.02313611471661685,0.0041550530032868635,-0.0006028622697629199,0.02220882071068988,0.01817286763743661,0.008899277095135043,0.00695814263379693,-0.012016753034268177,0.008858517759780351,-0.008295136131538481,0.01143094160308692,0.0027528924894952888,-0.0019465490731586331,-0.012106675299309876,0.0059199172327565296,0.0075151431538786895,0.007605843925987255,-0.012781241759626888,-0.0031289054534545447,-0.01698610468683387,0.014382632002480786,0.02953550521973558,0.007917130576366806,-0.03949831773774874,-0.015727526443932025,1.0,-0.3027951057536289,-0.025553112685609985,-0.0032975607654381774
reason_9,-0.003305741411055625,-0.021011663603072925,-0.012013441596688967,-0.0018173065104615247,0.012563265921324179,-0.005209859353201361,0.02527290108578879,-0.007741474754473169,0.013606111908278125,-0.009192858986660281,0.0063927794159452005,-0.014577410242325612,0.011783124785213156,-0.0023072729430616825,0.013447667963426871,0.013749646682788297,0.020507388889265257,0.003918724497800259,-0.014885872789446052,-0.0003283455662877119,-0.0011476341758739066,0.010143132671699744,0.003026402593539946,0.010140644774281086,0.005102247653181488,-0.004871769070599505,0.0029285449676290944,-0.5575590215840306,-0.22201006924490077,-0.3027951057536289,1.0,0.0099610116601929,-0.003834363440385314
retire,-0.11518867639872232,0.5675186183634663,-0.0026057729374110447,0.018552731445881352,-0.013988539192558174,0.044666935801303834,0.03902159357653341,0.024926119304514972,-0.05516528333072239,0.022084919261497766,-0.010072458611381218,0.007709040056524522,0.0045575611532335785,-0.15153149891902157,-0.158139161960587,0.024039067541956317,-0.21148168145595858,-0.09262721506765735,-0.021039891951677023,-0.2604842405713485,-0.04811692278841588,0.017942992657634098,0.013176508428378152,0.045785521724636694,0.1464157095864143,-0.001566030341360231,-0.18213849675880783,0.01337532077222234,0.00311668185687647,-0.025553112685609985,0.0099610116601929,1.0,0.34675306706304865
tenure,-0.16062127528502096,0.6120137497145587,0.01162369248738739,-0.02488247233077969,0.02335925738409238,-0.042064406719088274,-0.024361103816199735,0.015449231313171795,0.02994297555459372,-0.035054725207481964,0.0030150347708761192,0.002639810459425662,-0.005885967134392564,-0.38457481338024674,0.14970600006294812,0.018607212159000432,-0.29588799989530273,-0.09507700575062518,-0.009465907811892228,0.23700293240505912,-0.15993517831407936,0.07181844517874636,0.02866826443202884,0.0544878110705122,0.12121514840404288,0.1698670239755257,0.1816244596832238,-0.00205850259244956,0.010583651713988755,-0.0032975607654381774,-0.003834363440385314,0.34675306706304865,1.0
